code,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122015.SH,09长电债,1942.08(20180930),1648.08(20180630),1814.35(20180331),1714.35(20170930),1664.35(20170630),1649.35(20170331),1573(20160331),1553(20151231),1398(20150930),1520(20150331),1520(20141231),1260(20140930),1260(20140331),1260(20131231),1260(20130930),1260(20130630),1240(20130331),1210(20120930),1225(20120331),973.6(20110930),973.6(20110331),928.6(20091231),928.6(20090930),853.4(20090331),530(20071231),400(20051227),,,,,,,,,,,,,,,,,
122346.SH,14贵人鸟,30.17(20171231),34.1704(20170930),33.12(20170630),35.9204(20170331),28.2004(20161130),28.2(20160930),23.5(20160630),23.2(20151231),27.597(20150930),27.597(20150331),27.6(20141231),21.5(20140630),19.6(20140331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122347.SH,13太极02,38.31(20150331),40.1913(20140630),36.67(20140331),38.9569(20131231),37.7517(20130930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122348.SH,14北辰01,232(20180930),193.81(20180630),200(20171231),220.58(20170630),214(20170331),163(20161231),122(20151231),196(20150930),127(20141231),136(20140630),68.24(20080331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122349.SH,14中炬02,30.5(20180331),26.4(20170331),24.6(20160331),11.9(20150331),12.43(20140930),12.43(20140630),10.53(20130630),14.8(20130331),11.62(20120630),13.32(20120331),14.9199(20110630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122350.SH,14盛屯债,34.68(20171231),23.52(20161231),22.6175(20160930),22.0875(20160331),21.59(20151231),13.6933(20150630),11.09(20150331),7.9833(20140826),6.49(20140630),4.05(20130630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122351.SH,14北辰02,232(20180930),193.81(20180630),200(20171231),220.58(20170630),214(20170331),163(20161231),122(20151231),196(20150930),127(20141231),136(20140630),68.24(20080331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122352.SH,12广汽03,381.2(20180331),297.02(20170331),323.57(20151231),128.89(20150930),128.89(20150630),135.9(20150331),115.11(20141231),107.1(20140930),99.92(20140630),91.49(20140331),122.41(20130930),128.42(20130331),117.1(20120930),93.15(20120331),81.5774(20081231),72(20071211),,,,,,,,,,,,,,,,,,,,,,,,,,,
122354.SH,15康美债,205(20180930),200(20180630),207(20180331),200(20171231),181(20170930),181(20170630),142.3(20170331),132.3(20161231),114.3(20160930),97.3(20160630),100(20160331),76(20151231),71(20150930),71(20150630),56(20150331),77(20141231),55(20140930),55(20140630),36(20131231),31(20130930),47(20130331),26.4(20110331),,,,,,,,,,,,,,,,,,,,,
122356.SH,14富贵鸟,7.87(20170630),13.96(20161231),15.37461(20160331),15.82(20151231),11.74(20141231),13.6(20140630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122358.SH,15际华03,54.51(20180331),56.79(20171231),55.31(20161231),58.9(20151231),61.73(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122361.SH,14福田债,345.71(20171231),492.21335(20170930),453.06(20170331),89.6(20151231),371.6(20141231),324.82(20140930),303.82(20140331),17(20090331),56.2(20080930),33.6(20070630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122362.SH,14上实01,158.1(20171231),162.32(20170331),138.43(20160331),160.27(20151231),104.595(20150930),114.5(20150331),87.636(20140930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122364.SH,14渝路01,42.4366(20180930),46.31(20180331),36.61(20171231),65.3(20161231),18.1(20151231),47.1(20150331),53.7(20140331),50.1(20131231),52.1(20130331),50.6(20120930),50.6(20111231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122365.SH,14昊华01,58.4(20180331),58.4(20171231),58.65(20160331),51.65(20150930),64.27(20150630),64.27(20150331),64.27(20141231),63.17(20140930),52(20140630),47(20140331),52(20130930),38.6(20130630),25.5(20120930),41.5(20120331),18(20100930),31.5(20090930),,,,,,,,,,,,,,,,,,,,,,,,,,,
122368.SH,14渝路02,42.4366(20180930),46.31(20180331),36.61(20171231),65.3(20161231),18.1(20151231),47.1(20150331),53.7(20140331),50.1(20131231),52.1(20130331),50.6(20120930),50.6(20111231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122370.SH,14华远债,172.61(20180930),144.21(20180630),93.21(20180331),95.21(20171231),61.9(20170930),81.9(20170630),88.9(20170331),68.9(20161231),80.8(20151231),84.19(20150930),88.61(20150331),81.45(20140930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122371.SH,14亨通01,195.694293(20180630),192.53(20180331),177.55(20161231),126.57(20151231),45.0063(20150630),49.5423(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122373.SH,15舟港债,726.95(20161231),325.62(20151231),46.32(20061231),38.32(20060831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122376.SH,15首置01,1700(20180630),1050(20180331),645(20171231),645(20161231),645(20151231),560(20150630),560(20141231),460(20120331),460(20120229),109.35(20090630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122377.SH,14首开债,1327.8(20180930),1215.53(20171231),862.16(20170930),794.54(20170331),670.88(20161231),670.88(20160930),551.2(20151231),412.42(20141231),444.7(20140930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122378.SH,13楚天02,47.08(20151231),65.65(20141231),127.2(20140331),125.2(20131231),125.2(20130630),125.2(20130331),123.7(20120930),129.2(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122380.SH,14瀚华01,400(20150630),400(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122381.SH,安债暂停,32.07(20171231),33.82(20161231),47.92(20151231),46.02(20150930),61.25(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122383.SH,15恒大01,4150(20171231),5919(20161231),2720.32(20151231),2696.54(20150630),1496.08(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122387.SH,15城乡01,12(20180331),17(20161231),17(20151231),16(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122390.SH,15龙湖01,1110.9(20180630),1110.9(20180331),1110.9(20171231),910(20170930),910(20170630),795(20161231),590(20160630),590(20151231),680(20150930),680(20150630),580(20141231),183.75(20080930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122391.SH,15云能投,1186.71(20180930),1098.85(20180630),1008.21(20180331),1073.55(20170930),1122.46(20170630),1086.62(20170331),1363.95(20161231),1447.75(20160930),1475.79(20160630),1036.11(20160331),957.61(20151231),696.068437(20150930),644(20150630),610.7(20150331),587(20141231),705.168437(20140930),295.2(20140531),254.95(20140331),235.8(20130930),210.628(20130331),,,,,,,,,,,,,,,,,,,,,,,
122392.SH,15恒大02,4150(20171231),5919(20161231),2720.32(20151231),2696.54(20150630),1496.08(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122393.SH,15恒大03,4150(20171231),5919(20161231),2720.32(20151231),2696.54(20150630),1496.08(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122395.SH,15富力债,1979.11(20180930),1969.11(20180630),1943.11(20180331),1634.61(20171231),1502(20170930),1166(20170331),1166(20161231),1142.01(20160930),1062.01(20160630),966.99(20151231),605.98(20150930),605.98(20150630),546(20141231),306.1(20090630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122396.SH,15时代债,446.65(20180930),458.7(20180630),455.39(20180331),431.76(20171231),301.93(20161231),260.31(20151231),225.44(20150630),168.89(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122397.SH,15宜华债01,57.548192(20180331),70.76(20171231),56.47(20170930),60.66(20170331),55.43(20161231),54.880501(20160930),36.1(20160331),36.6(20151231),41.9(20141231),42.7(20140930),18.6(20130331),10.4924(20081231),4.12(20061231),3.72(20060510),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122398.SH,15北巴债,3.96(20171231),3.26(20170331),2.87(20151231),1.9(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122401.SH,15远洋03,710(20180930),2111.41(20171231),620(20170630),420(20161231),370(20151231),881.28(20150630),858(20150331),637(20131231),479(20121231),278.25(20120630),499(20101231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122402.SH,15城建01,957.21(20180930),857.4(20171231),862.63(20170930),616.63(20170630),279.4(20161231),217.5(20151231),182.5(20141231),89.7(20130331),60(20120331),20(20110331),29(20061231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122405.SH,15宜华02,57.548192(20180331),70.76(20171231),56.47(20170930),60.66(20170331),55.43(20161231),54.880501(20160930),36.1(20160331),36.6(20151231),41.9(20141231),42.7(20140930),18.6(20130331),10.4924(20081231),4.12(20061231),3.72(20060510),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122406.SH,15新湖债,875.06(20180331),728.460161(20170930),705.998244(20170630),691.06(20170331),683.32(20161231),349.63(20160331),345.83(20151231),274.64(20150930),277.4768(20150630),259.81(20150331),254.56(20141231),233.46(20140930),122.36(20111231),31.837(20071231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122409.SH,15龙湖02,1110.9(20180630),1110.9(20180331),1110.9(20171231),910(20170930),910(20170630),795(20161231),590(20160630),590(20151231),680(20150930),680(20150630),580(20141231),183.75(20080930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122410.SH,15龙湖03,1110.9(20180630),1110.9(20180331),1110.9(20171231),910(20170930),910(20170630),795(20161231),590(20160630),590(20151231),680(20150930),680(20150630),580(20141231),183.75(20080930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122411.SH,14招金债,242.28(20180930),238.28(20180630),229.9(20180331),229.9(20171231),243.1(20170930),247.1(20170630),243.1(20170331),225.8(20160930),233.7(20160630),216.7(20160331),209(20151231),147.7(20150531),129.8(20141231),119.3(20140930),119.3(20140630),115.3(20140331),135(20131231),111.5(20130331),109(20120930),68.5(20120630),63.5(20120331),61.2(20110331),50.4(20090630),,,,,,,,,,,,,,,,,,,,
122413.SH,15精工债,46.41(20171231),43.67(20170630),60.42(20170331),55.13(20160331),49.2449(20141231),32.3772(20110630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122416.SH,15好民居,506.9(20171231),408.33(20161231),185.73(20160331),61.1(20151231),89.39(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122417.SH,15东旭集,720.08(20180630),702.95(20171231),617.268(20170930),621.38(20170331),480.58(20161231),479(20160930),346.85(20160630),360.2199(20160331),344.871(20151231),271.64(20150630),262.3(20150331),247.7(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122421.SH,15天房债,110.9(20151231),42.39(20150930),96.19(20150331),72.3(20141231),27.78(20140331),50.91(20130930),26.95(20130630),39.85(20090331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122424.SH,15华业债,30.5(20180331),32.5(20170930),24.5(20170630),12.5(20161231),12(20160630),9(20160331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122425.SH,15际华01,54.51(20180331),56.79(20171231),55.31(20161231),58.9(20151231),61.73(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122426.SH,15际华02,54.51(20180331),56.79(20171231),55.31(20161231),58.9(20151231),61.73(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122427.SH,15海正01,129.672762(20180630),132.3111(20180331),112.02(20150930),103.41(20150331),105.01(20141231),46.9688(20110331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122429.SH,15海亮01,265.9425(20180930),266.7184(20180630),274.1488(20180331),289.5378(20170930),323.5825(20170630),301.0062(20170331),290.7377(20161231),256.8804(20160930),260.2742(20160630),257.5272(20160331),246.5428(20150930),244.6285(20150331),243.182(20140930),243.465(20140630),242.508(20140331),242.408(20131231),227.426(20130630),186.9245(20130331),189.1057(20121231),189.9532(20120930),172.8851(20120331),160(20111231),40(20101231),,,,,,,,,,,,,,,,,,,,
122431.SH,15闽高速,96.1(20171231),100.9(20161231),102.9(20151231),107(20140331),101(20130331),98(20120331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122432.SH,15融创01,3055(20180331),3055(20171231),657.9(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122433.SH,15融创02,3055(20180331),3055(20171231),657.9(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122434.SH,15清能债,55.3(20180930),33.3(20171231),13.35(20161231),6.5(20151231),9.2(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122435.SH,15兴发债,162.54(20180930),158.47(20180630),158.68(20180331),159.3545(20171231),151.9095(20170930),155.08(20170630),148.78(20170331),148.78(20161231),145.3322(20160930),149.8732(20160331),143.45(20151231),123.3826(20150930),126.6159(20150331),130.4976(20140630),124.0976(20140331),116.1014(20130630),105.95(20130331),107.88(20120930),77.8015(20120331),73.63(20110930),69.8814(20110331),67.9329(20100930),,,,,,,,,,,,,,,,,,,,,
122436.SH,15远洋02,710(20180930),2111.41(20171231),620(20170630),420(20161231),370(20151231),881.28(20150630),858(20150331),637(20131231),479(20121231),278.25(20120630),499(20101231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122437.SH,15远洋01,710(20180930),2111.41(20171231),620(20170630),420(20161231),370(20151231),881.28(20150630),858(20150331),637(20131231),479(20121231),278.25(20120630),499(20101231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122439.SH,15红豆债,168.5674(20180930),168.51(20180630),173.4036(20180331),187.9844(20170930),165.2181(20170630),142.2011(20170331),142.89(20161231),127.225657(20160930),137.499(20160630),139.204(20160331),137.85(20151231),144.6593(20150930),134.049(20150630),138.5069(20150331),138.5069(20140930),123.324(20140630),122.8885(20140331),121.8565(20130930),123.4344(20130630),123.5472(20130331),121.3229(20130307),122.8754(20121113),121.3229(20120930),122.8755(20120630),119.2224(20120331),114.3351(20111231),113.05(20110930),108.1912(20110630),86.8446(20100930),67.3375(20100331),,,,,,,,,,,,,
122440.SH,15龙光01,579(20180930),648(20180630),534(20171231),534(20170930),485(20170630),420.1(20161231),407.726(20160630),219.076(20151231),244.29(20150930),230.33(20150331),244.58(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122441.SH,15赣长运,36.195(20180630),36.6(20180331),36.88(20170331),32.48(20160331),31.97(20151231),31.59(20150630),24.88(20150331),20.6(20140930),15.65(20130930),14.85(20130630),8.3(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122443.SH,15桂金债,280.8(20180930),255.1(20180630),29(20180331),186.3018(20170930),178.8018(20170630),128.95(20161231),138.005(20160630),131.11(20151231),60.689(20150930),48.57(20150331),74.18(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122444.SH,15冠城债,60.12(20180930),51.41(20180331),39.45(20161231),38.86(20151231),44.09(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122445.SH,15融创03,3055(20180331),3055(20171231),657.9(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122446.SH,15万达01,3629(20171231),3629(20161231),4163(20151231),1643(20150930),1441.91(20150331),1441.91(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122448.SH,15龙光02,579(20180930),648(20180630),534(20171231),534(20170930),485(20170630),420.1(20161231),407.726(20160630),219.076(20151231),244.29(20150930),230.33(20150331),244.58(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122449.SH,15绿城01,2095.5(20180930),2095.5(20180630),1937(20180331),1897(20171231),1897(20170930),1769.6(20170331),905(20160930),740(20160630),400(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122451.SH,15九鼎债,148.2(20180331),164.12(20170331),42.39(20151231),7.12(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122452.SH,15杭实01,286.79713(20180630),277.48(20180331),318.737742(20170930),249.4(20161231),290.03(20160331),280.18(20150930),262.5109(20150331),245.11(20140930),237.4727(20140331),201.2298(20130930),148.65(20121231),146.4567(20120630),151.1(20111231),157.185(20110930),167.68(20110331),139.08(20091231),,,,,,,,,,,,,,,,,,,,,,,,,,,
122454.SH,15五洋02,23.56(20151231),24.70325(20150930),28.38475(20150630),28.96(20150331),37.79(20140930),37.6148(20140331),38.025(20130930),37.425(20130630),36.76(20130331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122455.SH,15绿城02,2095.5(20180930),2095.5(20180630),1937(20180331),1897(20171231),1897(20170930),1769.6(20170331),905(20160930),740(20160630),400(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122456.SH,15绿城03,2095.5(20180930),2095.5(20180630),1937(20180331),1897(20171231),1897(20170930),1769.6(20170331),905(20160930),740(20160630),400(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122457.SH,15新金债,85.516(20180630),46.85(20171231),54.85(20170930),63.5(20170331),57.4(20160930),36.3(20160331),35.01(20150331),35.01(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122460.SH,15粤路建,963.09(20180630),924.39(20171231),559.575132(20141231),46.2(20111231),66.4(20091231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122461.SH,15杭实02,286.79713(20180630),277.48(20180331),318.737742(20170930),249.4(20161231),290.03(20160331),280.18(20150930),262.5109(20150331),245.11(20140930),237.4727(20140331),201.2298(20130930),148.65(20121231),146.4567(20120630),151.1(20111231),157.185(20110930),167.68(20110331),139.08(20091231),,,,,,,,,,,,,,,,,,,,,,,,,,,
122463.SH,15花样年,231.2(20180630),81.2(20180331),81.2(20171231),77.5(20161231),127.5(20160331),227.5(20151231),265(20150930),265(20150331),265(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122464.SH,15世茂01,240(20171231),889(20161231),858(20151231),800(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122466.SH,15广越02,3570.91(20180930),3567.17(20180630),3105.86(20180331),6732.62(20171231),3105.86(20170930),2748.080026(20170630),2904.994802(20170331),2432(20160930),2399.25(20151231),1227.32981(20150930),624.7533(20150331),118(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122467.SH,15万达02,3629(20171231),3629(20161231),4163(20151231),1643(20150930),1441.91(20150331),1441.91(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122468.SH,15五矿01,2533(20180331),3517(20170331),4310.44(20160331),4307.19(20151231),3112.49(20150630),2634.94(20150331),4223.21(20141231),2488.09(20140930),2032.64(20140630),2032.64(20140331),2948.971(20131231),2949(20130930),2351.88(20121231),924.76(20120930),1261.3(20120331),,,,,,,,,,,,,,,,,,,,,,,,,,,,
122469.SH,15五矿02,2533(20180331),3517(20170331),4310.44(20160331),4307.19(20151231),3112.49(20150630),2634.94(20150331),4223.21(20141231),2488.09(20140930),2032.64(20140630),2032.64(20140331),2948.971(20131231),2949(20130930),2351.88(20121231),924.76(20120930),1261.3(20120331),,,,,,,,,,,,,,,,,,,,,,,,,,,,
122470.SH,15泛海03,582.07(20180930),452.82(20180331),437.63(20171231),209.06(20161231),59.435614(20151231),46.75(20150930),46.75(20150630),78.715(20150331),66.92(20121231),28(20101231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122472.SH,15盛屯债,34.68(20171231),23.52(20161231),22.6175(20160930),22.0875(20160331),21.59(20151231),13.6933(20150630),11.09(20150331),7.9833(20140826),6.49(20140630),4.05(20130630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122473.SH,15联发02,213.8269(20180930),182.27(20180331),161.93(20170930),149.951502(20170331),110.53073(20160930),125.13(20160630),133.24(20160331),133.24(20151231),135(20150930),134.86(20150531),119.34(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122474.SH,15格房产,93.6(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122475.SH,15亿达01,140.7(20171231),159.8(20161231),226.6(20151231),206.89(20150930),203.69(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122476.SH,15天瑞债,89.4661(20160630),89.110944(20160331),199.46(20150930),151.8532(20150331),73.725(20141231),157.115(20140930),87.08(20130630),109.96(20130331),92.2061(20120930),90.493(20120331),102.3(20110930),116.1329(20110630),71.0099(20100630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122478.SH,14粤运01,54.69(20171231),40.61(20161231),57.65(20151231),55.83(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122479.SH,15南铝01,81.62(20171231),73.75(20170822),75.62(20170619),83.86(20160331),92.15(20150331),63.14(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122480.SH,15南铝02,81.62(20171231),73.75(20170822),75.62(20170619),83.86(20160331),92.15(20150331),63.14(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122481.SH,15铁建01,415.4507(20180930),245.5(20180331),293.35(20171231),346.65(20170930),336.65(20170331),294.6(20161231),317.2(20151231),317.2(20150930),284.4(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122482.SH,15金茂债,53.92(20180331),55.74(20170331),61.4263(20160331),63.8008(20150930),63.8(20150630),63.8508(20150331),59.2508(20141231),64.3444(20140331),64.405(20130930),64.405(20130630),57.855(20130331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122483.SH,15新光01,109.54404(20180331),93.85(20170930),92.819166(20170630),102.507739(20170331),98.04(20161231),119.221815(20160930),97.782715(20160630),92.755915(20160331),92.81(20151231),102.116417(20150930),99.204744(20150630),87.9(20141231),34.71(20101231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122484.SH,15龙源01,2689(20180930),2689(20180630),2000(20171231),1990(20170930),1990(20170630),2000(20170331),2000(20161231),2000(20160630),2000(20160331),2000(20150930),2000(20150630),2000(20150331),1600(20140930),1600(20140331),1560(20131231),2000(20121231),289.5(20111231),1000(20091231),309.59(20090331),,,,,,,,,,,,,,,,,,,,,,,,
122485.SH,15厦住宅,71(20180331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122486.SH,15旭辉01,1510(20180531),1510(20171231),1280(20170930),710(20161231),690.87(20160630),259.18(20150930),209.18(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122488.SH,15金地01,1854(20180930),1862(20180331),1681(20171231),1674(20170930),1359.45(20170331),1316(20161231),1317.8(20160930),1308.64(20160331),1357.94(20150930),1290.34(20150630),1206.95(20150331),1087.01(20141231),1107.05(20140930),730.41(20131231),190(20071231),,,,,,,,,,,,,,,,,,,,,,,,,,,,
122490.SH,15三福01,80.76(20180630),80(20171231),80.01(20170630),80.01(20161231),80.61(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122491.SH,15藏城投,75.7(20180331),68.54(20161231),33.9(20151231),62.8965(20150630),62.9(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122492.SH,15新光02,109.54404(20180331),93.85(20170930),92.819166(20170630),102.507739(20170331),98.04(20161231),119.221815(20160930),97.782715(20160630),92.755915(20160331),92.81(20151231),102.116417(20150930),99.204744(20150630),87.9(20141231),34.71(20101231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122493.SH,14国电03,588.78(20180930),564.23(20180630),2863.1(20180331),3018(20171231),4059(20161231),3714.12(20160930),3900.49(20160711),3900.49(20151231),763.66(20150630),3900.49(20141231),3771.57(20140630),4051.13(20140331),3729(20130331),1839.5(20120331),1839.5(20111231),109.49(20061231),510(20060630),,,,,,,,,,,,,,,,,,,,,,,,,,
